100.7.0.0
Zoom Extent; Number; 0;
Zoom Extent; Number; 3;
261813, 6645050;261813, 6654888;277532, 6654888;277532, 6645050
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
12;GeocacheBasis;8;8
Sum tiles between LoD 12 -> 12:;;;8
Duration drawing:;;;00:00:04.516844

Zoom Extent; Number; 4;
265410, 6648252;265410, 6648862;266462, 6648862;266462, 6648252
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
12;GeocacheBasis;13;13
13;GeocacheBasis;33;33
14;GeocacheBasis;31;31
15;GeocacheBasis;15;15
Sum tiles between LoD 12 -> 15:;;;92
Duration drawing:;;;00:00:04.265548

Zoom Extent; Number; 0;
266437, 6651261;266437, 6653668;258133, 6651261;258133, 6653668
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
13;GeocacheBasis;7;7
14;GeocacheBasis;31;31
Sum tiles between LoD 13 -> 14:;;;38
Duration drawing:;;;00:00:03.729700

Zoom Extent; Number; 1;
223062, 6635196;223062, 6673404;283568, 6635196;283568, 6673404
Zoom Duration Seconds;;;
2;;;
Level;Layer;Tiles;Total Tiles
11;GeocacheBasis;10;10
Sum tiles between LoD 11 -> 11:;;;10
Duration drawing:;;;00:00:04.203966

Zoom Extent; Number; 2;
261914, 6649447;261914, 6649769;262406, 6649769;262406, 6649447
Zoom Duration Seconds;;;
3;;;
Level;Layer;Tiles;Total Tiles
11;GeocacheBasis;10;10
13;GeocacheBasis;4;4
14;GeocacheBasis;30;30
15;GeocacheBasis;30;30
16;GeocacheBasis;22;22
Sum tiles between LoD 11 -> 16:;;;96
Duration drawing:;;;00:00:09.193957

Zoom Extent; Number; 3;
261813, 6645050;261813, 6654888;277532, 6654888;277532, 6645050
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
12;GeocacheBasis;9;9
13;GeocacheBasis;3;3
14;GeocacheBasis;28;28
Sum tiles between LoD 12 -> 14:;;;40
Duration drawing:;;;00:00:04.667932

Zoom Extent; Number; 4;
265410, 6648252;265410, 6648862;266462, 6648862;266462, 6648252
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
12;GeocacheBasis;14;14
13;GeocacheBasis;32;32
14;GeocacheBasis;29;29
15;GeocacheBasis;14;14
Sum tiles between LoD 12 -> 15:;;;89
Duration drawing:;;;00:00:04.350042

