Zoom Extent; Number; 0;
Duration drawing:;;;00:00:03.367024

Zoom Extent; Number; 3;
261813, 6645050;261813, 6654888;277532, 6654888;277532, 6645050
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
12;GeocacheBasis;2;2
Sum tiles between LoD 12 -> 12:;;;2
Duration drawing:;;;00:00:01.081993

Zoom Extent; Number; 4;
265410, 6648252;265410, 6648862;266462, 6648862;266462, 6648252
Zoom Duration Seconds;;;
1;;;
Level;Layer;Tiles;Total Tiles
13;GeocacheBasis;1;1
14;GeocacheBasis;17;17
Sum tiles between LoD 13 -> 14:;;;18
Duration drawing:;;;00:00:01.655727

